old_path,new_path,confidence,rule_applied,notes,requires_review
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/EVIDENCE/110_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-110-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/EVIDENCE/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/EVIDENCE/110_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-110-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/EVIDENCE/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/MONITORING/110_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-110-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/MONITORING/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/MONITORING/110_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-110-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/MONITORING/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/LINKS/110_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-110-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/LINKS/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/LINKS/110_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-110-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/LINKS/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-110-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-110-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-110-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-110-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_110_QUALIFICATION-TESTING/TASKS/110_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-110-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/DECISIONS/59_AMPEL360_SPACET_PLUS_00_STD_LC01_K01_CERT__k01-ata-59-decision-record_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/DECISIONS/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-decision-record_STD_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/EVIDENCE/59_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-59-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/EVIDENCE/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/EVIDENCE/59_AMPEL360_SPACET_PLUS_00_SCH_LC01_K01_CERT__k01-ata-59-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/EVIDENCE/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/EVIDENCE/59_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-59-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/EVIDENCE/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/MONITORING/59_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-59-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/MONITORING/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/MONITORING/59_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-59-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/MONITORING/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/LINKS/59_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-59-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/LINKS/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/LINKS/59_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-59-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/LINKS/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-59-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-59-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-59-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-59-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_59_RESERVED-EXTENSION/TASKS/59_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-59-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_90_TAB_SB90_K01_CERT__k01-gates-checklist_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-gates-checklist_TAB_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_90_TAB_SB90_K01_CERT__k01-acceptance-criteria-map_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-acceptance-criteria-map_TAB_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_90_TAB_SB90_K01_CERT__k01-authority-matrix_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-authority-matrix_TAB_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_90_TAB_SB90_K01_CERT__k01-rbac-role-matrix_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/TABLES/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-rbac-role-matrix_TAB_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/LINKS/00_AMPEL360_SPACET_PLUS_90_LST_SB90_K01_CERT__k01-normative-references-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/LINKS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-normative-references-links_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/LINKS/00_AMPEL360_SPACET_PLUS_90_LST_SB90_K01_CERT__k01-public-context-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/LINKS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-public-context-links_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_90_DIA_SB90_K01_CERT__k01-compliance-workflow_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-compliance-workflow_DIA_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_90_DIA_SB90_K01_CERT__k01-authority-model-overview_v01.svg,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-authority-model-overview_DIA_v01_ACTIVE.svg,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_90_DIA_SB90_K01_CERT__k01-compliance-workflow_v01.svg,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-compliance-workflow_DIA_v01_ACTIVE.svg,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_90_DIA_SB90_K01_CERT__k01-authority-model-overview_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-authority-model-overview_DIA_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_90_DIA_SB90_K01_CERT__k01-raci-decision-rights_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/DIAGRAMS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-raci-decision-rights_DIA_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/SCHEMAS/00_AMPEL360_SPACET_PLUS_90_SCH_SB90_K01_CERT__k01-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/SCHEMAS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/SCHEMAS/00_AMPEL360_SPACET_PLUS_90_SCH_SB90_K01_CERT__k01-compliance-object_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/SCHEMAS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-compliance-object_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/SCHEMAS/00_AMPEL360_SPACET_PLUS_90_SCH_SB90_K01_CERT__k01-audit-query-contract_v01.yaml,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/SCHEMAS/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-audit-query-contract_SCH_v01_ACTIVE.yaml,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-authority-pack-example/00_AMPEL360_SPACET_PLUS_90_IDX_SB90_K01_CERT__k01-authority-pack-example-index_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-authority-pack-example/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-authority-pack-example-index_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-authority-pack-example/00_AMPEL360_SPACET_PLUS_90_LST_SB90_K01_CERT__k01-authority-pack-example-contents_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-authority-pack-example/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-authority-pack-example-contents_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-authority-pack-example/00_AMPEL360_SPACET_PLUS_90_SCH_SB90_K01_CERT__k01-authority-pack-example-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-authority-pack-example/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-authority-pack-example-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-baseline-release-snapshot-example/00_AMPEL360_SPACET_PLUS_90_LST_SB90_K01_CERT__k01-baseline-snapshot-example-contents_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-baseline-release-snapshot-example/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-baseline-snapshot-example-contents_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-baseline-release-snapshot-example/00_AMPEL360_SPACET_PLUS_90_IDX_SB90_K01_CERT__k01-baseline-snapshot-example-index_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ASSETS/EXEMPLARS/k01-baseline-release-snapshot-example/00_AMPEL360_SPACET_PLUS_GEN_SB90_K01_CERT__k01-baseline-snapshot-example-index_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 90 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
