old_path,new_path,confidence,rule_applied,notes,requires_review
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/MONITORING/42_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-42-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/MONITORING/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/MONITORING/42_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-42-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/MONITORING/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/LINKS/42_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-42-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/LINKS/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/LINKS/42_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-42-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/LINKS/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-42-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-42-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-42-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-42-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_42_INTEGRATED-MODULAR-AVIONICS/TASKS/42_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-42-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/DECISIONS/112_AMPEL360_SPACET_PLUS_00_STD_LC01_K01_CERT__k01-ata-112-decision-record_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/DECISIONS/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-decision-record_STD_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/EVIDENCE/112_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-112-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/EVIDENCE/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/EVIDENCE/112_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-112-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/EVIDENCE/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/EVIDENCE/112_AMPEL360_SPACET_PLUS_00_SCH_LC01_K01_CERT__k01-ata-112-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/EVIDENCE/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/MONITORING/112_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-112-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/MONITORING/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/MONITORING/112_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-112-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/MONITORING/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/LINKS/112_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-112-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/LINKS/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/LINKS/112_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-112-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/LINKS/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-112-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-112-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-112-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-112-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_112_MISSION-FLIGHT-TESTING/TASKS/112_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-112-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/DECISIONS/03_AMPEL360_SPACET_PLUS_00_STD_LC01_K01_CERT__k01-ata-03-decision-record_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/DECISIONS/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-decision-record_STD_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/EVIDENCE/03_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-03-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/EVIDENCE/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/EVIDENCE/03_AMPEL360_SPACET_PLUS_00_SCH_LC01_K01_CERT__k01-ata-03-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/EVIDENCE/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/EVIDENCE/03_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-03-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/EVIDENCE/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/MONITORING/03_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-03-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/MONITORING/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/MONITORING/03_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-03-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/MONITORING/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/LINKS/03_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-03-related-issues_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/LINKS/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-related-issues_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/LINKS/03_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-03-related-prs_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/LINKS/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-related-prs_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_00_TRC_LC01_K01_CERT__k01-ata-03-evidence-links_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-evidence-links_TRC_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-03-scope-interfaces_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-scope-interfaces_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-03-closure-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-closure-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_00_REQ_LC01_K01_CERT__k01-ata-03-acceptance-criteria_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_03_SUPPORT-INFORMATION/TASKS/03_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-03-acceptance-criteria_REQ_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/DECISIONS/27_AMPEL360_SPACET_PLUS_00_STD_LC01_K01_CERT__k01-ata-27-decision-record_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/DECISIONS/27_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-27-decision-record_STD_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/EVIDENCE/27_AMPEL360_SPACET_PLUS_00_SCH_LC01_K01_CERT__k01-ata-27-evidence-pack-manifest_v01.json,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/EVIDENCE/27_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-27-evidence-pack-manifest_SCH_v01_ACTIVE.json,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/EVIDENCE/27_AMPEL360_SPACET_PLUS_00_LST_LC01_K01_CERT__k01-ata-27-evidence-inventory_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/EVIDENCE/27_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-27-evidence-inventory_LST_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/EVIDENCE/27_AMPEL360_SPACET_PLUS_00_RPT_LC01_K01_CERT__k01-ata-27-evidence-pack-summary_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/EVIDENCE/27_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-27-evidence-pack-summary_RPT_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/MONITORING/27_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-27-action-register_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/MONITORING/27_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-27-action-register_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/MONITORING/27_AMPEL360_SPACET_PLUS_00_LOG_LC01_K01_CERT__k01-ata-27-nku-tracking_v01.csv,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/ATA_TASKS/ATA_27_FLIGHT-CONTROLS/MONITORING/27_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-ata-27-nku-tracking_LOG_v01_ACTIVE.csv,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
